gene_id,acronym,gene_name,ise_id,plane,entrez,valid
52712,Ccdc116,coiled-coil domain containing 116,68919000,sagittal,76872,True
12771,Csk,c-src tyrosine kinase,68638113,sagittal,12988,True
12771,Csk,c-src tyrosine kinase,75651192,coronal,12988,True
11321,Adk,adenosine kinase,70928196,coronal,11534,True
86412,Rab7l1,"RAB7, member RAS oncogene family-like 1",75827120,sagittal,226422,True
88452,Slc24a4,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 4",72001982,sagittal,238384,True
163705,G930045G22Rik,RIKEN cDNA G930045G22 gene,73731241,sagittal,619298,True
86639,Pip5kl1,phosphatidylinositol-4-phosphate 5-kinase-like 1,71381103,sagittal,227733,True
92788,Gpr157,G protein-coupled receptor 157,69256646,sagittal,269604,True
18429,Pgk2,phosphoglycerate kinase 2,71764174,sagittal,18663,True
109163,Zfp36l3,"zinc finger protein 36, C3H type-like 3",73513486,sagittal,333473,True
106932,A630001G21Rik,RIKEN cDNA A630001G21 gene,68744050,sagittal,319997,True
14435,Glrp1,glutamine repeat protein 1,69672892,sagittal,14659,True
17115,Mknk1,MAP kinase-interacting serine/threonine kinase 1,71610882,sagittal,17346,True
41949,Smpx,"small muscle protein, X-linked",72002024,sagittal,66106,True
11277,Adam12,a disintegrin and metallopeptidase domain 12 (meltrin alpha),75988236,sagittal,11489,True
35979,0610031J06Rik,RIKEN cDNA 0610031J06 gene,68342348,sagittal,56700,True
16242,Jrk,jerky,68193017,sagittal,16469,True
43078,Zkscan14,zinc finger with KRAB and SCAN domains 14,80471971,sagittal,67235,True
18801,Ppic,peptidylprolyl isomerase C,70546378,sagittal,19038,True
56660,Trim2,tripartite motif-containing 2,69838371,sagittal,80890,True
31545,Mfhas1,malignant fibrous histiocytoma amplified sequence 1,70946525,sagittal,52065,True
46554,Gpr137c,G protein-coupled receptor 137C,70298423,sagittal,70713,True
46554,Gpr137c,G protein-coupled receptor 137C,69444831,sagittal,70713,True
60369,Pcdhga9,"protocadherin gamma subfamily A, 9",79354794,sagittal,93717,True
60369,Pcdhga9,"protocadherin gamma subfamily A, 9",74277422,sagittal,93717,True
11847,Bdkrb1,"bradykinin receptor, beta 1",69236867,sagittal,12061,True
13628,Ephx2,"epoxide hydrolase 2, cytoplasmic",79749555,sagittal,13850,True
13628,Ephx2,"epoxide hydrolase 2, cytoplasmic",70813923,coronal,13850,True
53065,9330161L09Rik,RIKEN cDNA 9330161L09 gene,74300657,sagittal,77225,True
49509,Ttc21b,tetratricopeptide repeat domain 21B,69202663,sagittal,73668,True
22346,Atrx,alpha thalassemia/mental retardation syndrome X-linked homolog (human),69527018,sagittal,22589,True
22346,Atrx,alpha thalassemia/mental retardation syndrome X-linked homolog (human),74881733,coronal,22589,True
11706,Atm,ataxia telangiectasia mutated homolog (human),1330,sagittal,11920,True
11706,Atm,ataxia telangiectasia mutated homolog (human),1329,coronal,11920,True
70572,Osta,organic solute transporter alpha,68151348,sagittal,106407,True
150079,A930031F24Rik*,RIKEN cDNA A930031F24 gene (non-RefSeq),73808349,sagittal,None,True
143869,Lass3,"LAG1 homolog, ceramide synthase 3",77620281,sagittal,545975,True
87832,Nxnl1,nucleoredoxin-like 1,68342282,sagittal,234404,True
12644,Cox6a1,"cytochrome c oxidase, subunit VI a, polypeptide 1",69080022,sagittal,12861,True
66310,Snx25,sorting nexin 25,73929868,coronal,102141,True
66310,Snx25,sorting nexin 25,71020893,sagittal,102141,True
92870,Vmn2r57,"vomeronasal 2, receptor 57",74510116,sagittal,269902,True
120495,BC088983,cDNA sequence BC088983,71211560,sagittal,382010,True
17880,Nnmt,nicotinamide N-methyltransferase,68523168,sagittal,18113,True
36021,Psrc1,proline/serine-rich coiled-coil 1,68445101,sagittal,56742,True
36021,Psrc1,proline/serine-rich coiled-coil 1,71015388,coronal,56742,True
17622,Mvk,mevalonate kinase,79539594,sagittal,17855,True
12377,Cdx4,caudal type homeobox 4,69288848,sagittal,12592,True
108911,Far2,fatty acyl CoA reductase 2,71358652,coronal,330450,True
108911,Far2,fatty acyl CoA reductase 2,68844857,sagittal,330450,True
107188,March3,membrane-associated ring finger (C3HC4) 3,71020994,sagittal,320253,True
47667,1700001F09Rik,RIKEN cDNA 1700001F09 gene,69116733,sagittal,71826,True
54665,Pppde1,PPPDE peptidase domain containing 1,70445514,sagittal,78825,True
86226,Klhl14,kelch-like 14 (Drosophila),69444801,sagittal,225266,True
56628,Fgf20,fibroblast growth factor 20,435,sagittal,80857,True
56628,Fgf20,fibroblast growth factor 20,434,sagittal,80857,True
88908,Gm410,predicted gene 410,70298136,sagittal,242037,True
49260,1700052N19Rik,RIKEN cDNA 1700052N19 gene,68076528,sagittal,73419,True
18525,Prkcq,"protein kinase C, theta",77869867,coronal,18761,True
18525,Prkcq,"protein kinase C, theta",69817324,sagittal,18761,True
18525,Prkcq,"protein kinase C, theta",71670693,coronal,18761,True
17688,Myo7a,myosin VIIA,69782019,sagittal,17921,True
11341,Adrb1,"adrenergic receptor, beta 1",80472045,sagittal,11554,True
11341,Adrb1,"adrenergic receptor, beta 1",77340494,coronal,11554,True
48613,Rint1,RAD50 interactor 1,69353266,sagittal,72772,True
11329,Adora3,adenosine A3 receptor,69236801,sagittal,11542,True
11329,Adora3,adenosine A3 receptor,75828188,sagittal,11542,True
35658,Arpc3,"actin related protein 2/3 complex, subunit 3",68193057,sagittal,56378,True
19493,Ralgds,ral guanine nucleotide dissociation stimulator,75214940,sagittal,19730,True
51220,4930599N23Rik,RIKEN cDNA 4930599N23 gene,70218450,sagittal,75379,True
19127,Rad51l3,RAD51-like 3 (S. cerevisiae),74821547,sagittal,19364,True
71913,Prrxl1,paired related homeobox protein-like 1,71325372,sagittal,107751,True
29935,Rnf19a,ring finger protein 19A,73931414,coronal,30945,True
29935,Rnf19a,ring finger protein 19A,70918850,sagittal,30945,True
29935,Rnf19a,ring finger protein 19A,70565183,sagittal,30945,True
47724,Coq2,"coenzyme Q2 homolog, prenyltransferase (yeast)",69202346,sagittal,71883,True
48409,Lin9,lin-9 homolog (C. elegans),70542919,sagittal,72568,True
15282,Hspb1,heat shock protein 1,73514683,sagittal,15507,True
15282,Hspb1,heat shock protein 1,74363357,coronal,15507,True
83372,Nhs,Nance-Horan syndrome (human),70595756,sagittal,195727,True
83372,Nhs,Nance-Horan syndrome (human),70565885,sagittal,195727,True
68436,Tex15,testis expressed gene 15,69980298,sagittal,104271,True
13769,Khdrbs3,"KH domain containing, RNA binding, signal transduction associated 3",69837912,sagittal,13992,True
13769,Khdrbs3,"KH domain containing, RNA binding, signal transduction associated 3",73769321,coronal,13992,True
11423,Ak1,adenylate kinase 1,77414110,coronal,11636,True
11423,Ak1,adenylate kinase 1,72710,sagittal,11636,True
11423,Ak1,adenylate kinase 1,70919352,sagittal,11636,True
55038,Tnfrsf23,"tumor necrosis factor receptor superfamily, member 23",100146135,sagittal,79201,True
60717,Clec2h,"C-type lectin domain family 2, member h",75827130,sagittal,94071,True
11565,Ap3s2,"adaptor-related protein complex 3, sigma 2 subunit",71495789,sagittal,11778,True
87596,Scaf1,SR-related CTD-associated factor 1,73497253,sagittal,233208,True
54884,Mrps34,mitochondrial ribosomal protein S34,68499302,sagittal,79044,True
107504,A130023I24Rik,RIKEN cDNA A130023I24 gene,75693062,sagittal,320569,True
14559,Grb10,growth factor receptor bound protein 10,523,sagittal,14783,True
14559,Grb10,growth factor receptor bound protein 10,74750075,coronal,14783,True
14559,Grb10,growth factor receptor bound protein 10,522,coronal,14783,True
14559,Grb10,growth factor receptor bound protein 10,70919555,sagittal,14783,True
42126,Gkn1,gastrokine 1,71587727,sagittal,66283,True
51113,4930564B18Rik,RIKEN cDNA 4930564B18 gene,71891988,sagittal,75272,True
89252,Tox3,TOX high mobility group box family member 3,75077172,coronal,244579,True
89252,Tox3,TOX high mobility group box family member 3,69549609,sagittal,244579,True
68483,Csnk1d,"casein kinase 1, delta",71161483,sagittal,104318,True
68483,Csnk1d,"casein kinase 1, delta",70918766,sagittal,104318,True
48772,Swi5,SWI5 recombination repair homolog (yeast),81599676,sagittal,72931,True
48772,Swi5,SWI5 recombination repair homolog (yeast),68546452,sagittal,72931,True
107517,4833432P19Rik,RIKEN cDNA 4833432P19 gene,69407767,sagittal,320582,True
12085,Cacng2,"calcium channel, voltage-dependent, gamma subunit 2",69236951,sagittal,12300,True
36708,Plin4,perilipin 4,71280778,sagittal,57435,True
31957,Angel2,angel homolog 2 (Drosophila),67767464,sagittal,52477,True
54750,Asb15,ankyrin repeat and SOCS box-containing 15,75851053,sagittal,78910,True
18872,Prl,prolactin,75861792,sagittal,19109,True
131985,LOC435411,similar to Cell division cycle 26,71022499,sagittal,435411,True
47815,Prmt3,protein arginine N-methyltransferase 3,69113686,sagittal,71974,True
71059,Hmgxb3,HMG box domain containing 3,69288584,sagittal,106894,True
31960,D7Ertd715e,"DNA segment, Chr 7, ERATO Doi 715, expressed",73513699,sagittal,52480,True
51637,Cdyl2,"chromodomain protein, Y chromosome-like 2",69837499,sagittal,75796,True
51637,Cdyl2,"chromodomain protein, Y chromosome-like 2",74641321,coronal,75796,True
13819,Ext1,exostoses (multiple) 1,633664,sagittal,14042,True
18219,P4hb,"prolyl 4-hydroxylase, beta polypeptide",74658245,coronal,18453,True
18219,P4hb,"prolyl 4-hydroxylase, beta polypeptide",68443256,sagittal,18453,True
132095,Gm4125,"nuclear factor, interleukin 3, regulated pseudogene",75991108,sagittal,100042953,True
42238,Ahnak,AHNAK nucleoprotein (desmoyokin),68523294,sagittal,66395,True
42238,Ahnak,AHNAK nucleoprotein (desmoyokin),70812687,sagittal,66395,True
45194,Necab1,N-terminal EF-hand calcium binding protein 1,69671899,sagittal,69352,True
45194,Necab1,N-terminal EF-hand calcium binding protein 1,72472791,coronal,69352,True
42961,Bfar,bifunctional apoptosis regulator,68638077,sagittal,67118,True
12986,Ddx4,DEAD (Asp-Glu-Ala-Asp) box polypeptide 4,70946444,sagittal,13206,True
41944,Ppih,peptidyl prolyl isomerase H,68667282,sagittal,66101,True
15280,Hsph1,heat shock 105kDa/110kDa protein 1,69735126,sagittal,15505,True
32338,Cdipt,CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase),76098296,sagittal,52858,True
45282,Fam116b,"family with sequence similarity 116, member B",69353669,sagittal,69440,True
13184,Dmd,"dystrophin, muscular dystrophy",69626915,sagittal,13405,True
84174,Iglon5,IgLON family member 5,71380538,sagittal,210094,True
74939,Nr3c2,"nuclear receptor subfamily 3, group C, member 2",730,coronal,110784,True
74939,Nr3c2,"nuclear receptor subfamily 3, group C, member 2",731,sagittal,110784,True
43778,Ces5a,carboxylesterase 5A,70276927,sagittal,67935,True
44156,0610008F07Rik,RIKEN cDNA 0610008F07 gene,68441532,sagittal,68314,True
12290,Cd44,CD44 antigen,224,coronal,12505,True
12290,Cd44,CD44 antigen,79632244,sagittal,12505,True
12290,Cd44,CD44 antigen,79556644,coronal,12505,True
150210,D730042O14Rik*,RIKEN cDNA D730042O14 gene (non-RefSeq),73906448,sagittal,None,True
44579,Angel1,angel homolog 1 (Drosophila),545126,sagittal,68737,True
16889,Mxd1,MAX dimerization protein 1,69549192,sagittal,17119,True
19003,Tmsb10,"thymosin, beta 10",69816996,sagittal,19240,True
19003,Tmsb10,"thymosin, beta 10",73521810,coronal,19240,True
89217,Myo16,myosin XVI,73520969,coronal,244281,True
89217,Myo16,myosin XVI,69530894,sagittal,244281,True
50559,Snx16,sorting nexin 16,671228,sagittal,74718,True
11380,Aga,aspartylglucosaminidase,100144170,sagittal,11593,True
144403,Wdr70,WD repeat domain 70,70611389,sagittal,545085,True
144403,Wdr70,WD repeat domain 70,70528017,sagittal,545085,True
121554,Cyp2t4,"cytochrome P450, family 2, subfamily t, polypeptide 4",70300115,sagittal,384724,True
19714,Rpl32,ribosomal protein L32,69012729,sagittal,19951,True
19714,Rpl32,ribosomal protein L32,75934920,coronal,19951,True
47882,Alkbh4,"alkB, alkylation repair homolog 4 (E. coli)",71492928,sagittal,72041,True
46445,Dnajb14,"DnaJ (Hsp40) homolog, subfamily B, member 14",69443493,sagittal,70604,True
88414,BC068281,cDNA sequence BC068281,70946237,sagittal,238037,True
18788,Ctsa,cathepsin A,512767,sagittal,19025,True
42778,Cir1,"corepressor interacting with RBPJ, 1",69353633,sagittal,66935,True
87963,Igsf9b,"immunoglobulin superfamily, member 9B",75147761,coronal,235086,True
87963,Igsf9b,"immunoglobulin superfamily, member 9B",74431071,sagittal,235086,True
108815,Fam185a,"family with sequence similarity 185, member A",71210067,sagittal,330050,True
108815,Fam185a,"family with sequence similarity 185, member A",71495716,sagittal,330050,True
20082,Sfrp2,secreted frizzled-related protein 2,1830,coronal,20319,True
20082,Sfrp2,secreted frizzled-related protein 2,1831,sagittal,20319,True
47671,Pdilt,"protein disulfide isomerase-like, testis expressed",71919278,sagittal,71830,True
129191,Krtap31-2,keratin associated protein 31-2,77620841,sagittal,432602,True
108760,Lasc1,uncharacterized protein 4931422A14,70304994,sagittal,329814,True
48591,Fam117b,"family with sequence similarity 117, member B",69526570,sagittal,72750,True
37825,Donson,downstream neighbor of SON,2158,sagittal,60364,True
37825,Donson,downstream neighbor of SON,2157,coronal,60364,True
15923,Ikbkb,inhibitor of kappaB kinase beta,1750,coronal,16150,True
15923,Ikbkb,inhibitor of kappaB kinase beta,1751,sagittal,16150,True
27130,Magel2,"melanoma antigen, family L, 2",79591571,coronal,27385,True
27130,Magel2,"melanoma antigen, family L, 2",69736430,sagittal,27385,True
73948,Clps,"colipase, pancreatic",74822932,sagittal,109791,True
12357,Cdk7,cyclin-dependent kinase 7,545092,sagittal,12572,True
41469,Cldn12,claudin 12,2108,sagittal,64945,True
41469,Cldn12,claudin 12,2107,coronal,64945,True
49585,Man2c1,"mannosidase, alpha, class 2C, member 1",77620493,sagittal,73744,True
11698,Atf4,activating transcription factor 4,69288650,sagittal,11911,True
42772,Asf1b,ASF1 anti-silencing function 1 homolog B (S. cerevisiae),67979023,sagittal,66929,True
50523,Wdr35,WD repeat domain 35,70565425,sagittal,74682,True
49975,Cyp2s1,"cytochrome P450, family 2, subfamily s, polypeptide 1",74821670,sagittal,74134,True
89485,Spag4,sperm associated antigen 4,72002064,sagittal,245865,True
58744,Sval2,seminal vesicle antigen-like 2,70785140,sagittal,84543,True
121060,Prdm14,PR domain containing 14,72472395,sagittal,383491,True
43369,Atg12,autophagy related 12,69526755,sagittal,67526,True
43369,Atg12,autophagy related 12,74881536,coronal,67526,True
22128,Vwf,Von Willebrand factor homolog,73617540,sagittal,22371,True
88970,Kank4,KN motif and ankyrin repeat domains 4,69838574,sagittal,242553,True
88970,Kank4,KN motif and ankyrin repeat domains 4,76085741,coronal,242553,True
106132,Gpr4,G protein-coupled receptor 4,74724680,coronal,319197,True
106132,Gpr4,G protein-coupled receptor 4,69859717,sagittal,319197,True
86777,BC020535,cDNA sequence BC020535,70445622,sagittal,228788,True
27115,Rps26,ribosomal protein S26,68191282,sagittal,27370,True
107013,Olfml2b,olfactomedin-like 2B,1981,sagittal,320078,True
107013,Olfml2b,olfactomedin-like 2B,1980,coronal,320078,True
43887,Chac2,"ChaC, cation transport regulator homolog 2 (E. coli)",67881779,sagittal,68044,True
21984,Ucp1,"uncoupling protein 1 (mitochondrial, proton carrier)",100146053,sagittal,22227,True
49209,Col20a1,"collagen, type XX, alpha 1",71654111,sagittal,73368,True
43199,Tmco5,transmembrane and coiled-coil domains 5,69114205,sagittal,67356,True
89484,Atg9a,autophagy related 9A,71495837,sagittal,245860,True
43439,Tespa1,"thymocyte expressed, positive selection associated 1",71020964,sagittal,67596,True
129502,LOC432913,similar to RIKEN cDNA 1700024B05,69114091,sagittal,432913,True
18414,Pgam1,phosphoglycerate mutase 1,513469,sagittal,18648,True
46978,Rfx4,"regulatory factor X, 4 (influences HLA class II expression)",69290417,sagittal,71137,True
46978,Rfx4,"regulatory factor X, 4 (influences HLA class II expression)",71249068,coronal,71137,True
85395,Paip1,polyadenylate binding protein-interacting protein 1,70473939,sagittal,218693,True
69516,AW209491,expressed sequence AW209491,634472,sagittal,105351,True
12964,Dcpp1,demilune cell and parotid protein 1,76098358,sagittal,13184,True
41972,1110018J18Rik,RIKEN cDNA 1110018J18 gene,71764541,sagittal,66129,True
12115,Canx,calnexin,69080016,sagittal,12330,True
11961,Bnip2,BCL2/adenovirus E1B interacting protein 2,68301216,sagittal,12175,True
91875,Olfr656,olfactory receptor 656,74734806,sagittal,259078,True
19010,Ptpn11,"protein tyrosine phosphatase, non-receptor type 11",77620471,sagittal,19247,True
14396,Gjb3,"gap junction protein, beta 3",75861847,sagittal,14620,True
36139,Olfr690,olfactory receptor 690,74734860,sagittal,56860,True
12541,Clta,"clathrin, light polypeptide (Lca)",69838610,sagittal,12757,True
12541,Clta,"clathrin, light polypeptide (Lca)",74819690,coronal,12757,True
11473,Alox12b,"arachidonate 12-lipoxygenase, 12R type",72128779,coronal,11686,True
11473,Alox12b,"arachidonate 12-lipoxygenase, 12R type",69526564,sagittal,11686,True
107132,D830046C22Rik,RIKEN cDNA D830046C22 gene,71021167,sagittal,320197,True
108961,Nctc1,non-coding transcript 1,71809145,sagittal,330677,True
64107,Fam188b2,"family with sequence similarity 188, member B2",69443385,sagittal,100040293,True
21884,Tsx,testis specific X-linked gene,75850261,sagittal,22127,True
37583,Pdzk1,PDZ domain containing 1,68321898,sagittal,59020,True
86023,Fgd4,"FYVE, RhoGEF and PH domain containing 4",71587661,sagittal,224014,True
50357,A730049H05Rik,RIKEN cDNA A730049H05 gene,69446274,sagittal,74516,True
89901,AY074887,cDNA sequence AY074887,73423759,sagittal,246735,True
56091,Gpr146,G protein-coupled receptor 146,77454576,sagittal,80290,True
56091,Gpr146,G protein-coupled receptor 146,77371845,coronal,80290,True
56091,Gpr146,G protein-coupled receptor 146,2060,sagittal,80290,True
56091,Gpr146,G protein-coupled receptor 146,2059,coronal,80290,True
86437,Fmo6,flavin containing monooxygenase 6,70565999,sagittal,226565,True
